rank,name,version,status,category,artifact_verified,compilation_completed,evidence_scope,sources_checked,source_files_total,remaining,wheel_filename,wheel_sha256,requires_python,evidence
580,pg8000,1.31.5,incompatible,syntax,True,False,verified_artifact,2,8,6,pg8000-1.31.5-py3-none-any.whl,0af2c1926b153307639868d2ee5cef6cd3a7d07448e12736989b10e1d491e201,>=3.9,"Verified wheel source fails compilation at pg8000/converters.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pg8000/converters.py"", line 778
    if ""\u0000"" in sql:
SyntaxError: invalid escape char
error: Python syntax check failed for '<staging>/wheel/pg8000/converters.py' (no source was executed)"
581,langchain-text-splitters,1.1.2,incompatible,syntax,True,False,verified_artifact,2,13,11,langchain_text_splitters-1.1.2-py3-none-any.whl,a2de0d799ff31886429fd6e2e0032df275b60ec817c19059a7b46181cc1c2f10,"<4.0.0,>=3.10.0","Verified wheel source fails compilation at langchain_text_splitters/base.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/langchain_text_splitters/base.py"", line 44
    class TextSplitter(BaseDocumentTransformer, ABC):
SyntaxError: expected ')', got ','
error: Python syntax check failed for '<staging>/wheel/langchain_text_splitters/base.py' (no source was executed)"
582,azure-monitor-opentelemetry-exporter,1.0.0b57,incompatible,syntax,True,False,verified_artifact,2,102,100,azure_monitor_opentelemetry_exporter-1.0.0b57-py2.py3-none-any.whl,7489a8a8b7a9cfcbf8476808e1921f4b646dc18aa143aa24d442d344e4d067ec,>=3.8,"Verified wheel source fails compilation at azure/monitor/opentelemetry/exporter/_configuration/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/azure/monitor/opentelemetry/exporter/_configuration/__init__.py"", line 43
    class _ConfigurationManager(metaclass=Singleton):
SyntaxError: expected ')', got '='
error: Python syntax check failed for '<staging>/wheel/azure/monitor/opentelemetry/exporter/_configuration/__init__.py' (no source was executed)"
583,nh3,0.3.7,incompatible,native_only,False,False,metadata,0,,,nh3-0.3.7-cp314-cp314t-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,91a4dab4e94d9fc54b9f67b1adfb23e81fab7ab43f33c3b8c97be9aa38f789ba,>=3.8,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
584,opentelemetry-instrumentation-wsgi,0.65b0,incompatible,syntax,True,False,verified_artifact,1,3,2,opentelemetry_instrumentation_wsgi-0.65b0-py3-none-any.whl,af23e6686c7cd2abcd7d14ac03fb7e3b438273eb2d54a8f8dc401dc71bc52a9f,>=3.10,"Verified wheel source fails compilation at opentelemetry/instrumentation/wsgi/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/opentelemetry/instrumentation/wsgi/__init__.py"", line 321
    sem_conv_opt_in_mode: _StabilityMode = _StabilityMode.DEFAULT,
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/opentelemetry/instrumentation/wsgi/__init__.py' (no source was executed)"
585,ijson,3.5.1,incompatible,native_only,False,False,metadata,0,,,ijson-3.5.1-cp310-cp310-macosx_10_9_universal2.whl,8b4ed62287feee41b90b55ae2800ef56d6bdfd2fbfa02b4fd0634cd4524bc995,>=3.9,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
586,isoduration,20.11.0,incompatible,syntax,True,False,verified_artifact,4,13,9,isoduration-20.11.0-py3-none-any.whl,b2904c2a4228c3d44f409c8ae8e2370eb21a26f7ac2ec5446df141dde3452042,>=3.7,"Verified wheel source fails compilation at isoduration/formatter/checking.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/isoduration/formatter/checking.py"", line 14
    and duration.date.months == 0
SyntaxError: expected ')', got 'and'
error: Python syntax check failed for '<staging>/wheel/isoduration/formatter/checking.py' (no source was executed)"
587,opentelemetry-instrumentation-psycopg2,0.65b0,incompatible,syntax,True,False,verified_artifact,1,3,2,opentelemetry_instrumentation_psycopg2-0.65b0-py3-none-any.whl,91880c7dbcd2b9cc62694894abed7f69fdad4bae472d1d3664a82650294f9836,>=3.10,"Verified wheel source fails compilation at opentelemetry/instrumentation/psycopg2/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/opentelemetry/instrumentation/psycopg2/__init__.py"", line 353
    class TracedCursorFactory(base_factory):
SyntaxError: class definition not allowed here
error: Python syntax check failed for '<staging>/wheel/opentelemetry/instrumentation/psycopg2/__init__.py' (no source was executed)"
588,inflection,0.5.1,incompatible,syntax,True,False,verified_artifact,1,2,1,inflection-0.5.1-py2.py3-none-any.whl,f38b2b640938a4f35ade69ac3d053042959b62a0f1076a5bbaa1b9526605a8a2,>=3.5,"Verified wheel source fails compilation at inflection/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/inflection/__init__.py"", line 100
    return ''.join('[' + char + char.upper() + ']' for char in string)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/inflection/__init__.py' (no source was executed)"
589,pywin32,312,incompatible,native_only,False,False,metadata,0,,,pywin32-312-cp310-cp310-win32.whl,772235332b5d1024c696f11cea1ae4be7930f0a8b894bb43db14e3f435f1ff7e,>=3.9,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
590,jupyterlab,4.6.3,incompatible,syntax,True,False,verified_artifact,3,44,41,jupyterlab-4.6.3-py3-none-any.whl,0a1ebc6567186f1eabd99536e94df7ed9e96d1e7c5ddf3e4406ae16e88abacb7,>=3.10,"Verified wheel source fails compilation at jupyterlab/_version.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/jupyterlab/_version.py"", line 19
    if version_info.releaselevel == ""final""
SyntaxError: expected ')', got 'if'
error: Python syntax check failed for '<staging>/wheel/jupyterlab/_version.py' (no source was executed)"
591,outcome,1.3.0.post0,incompatible,syntax,True,False,verified_artifact,2,4,2,outcome-1.3.0.post0-py2.py3-none-any.whl,e771c5ce06d1415e356078d3bdd68523f284b4ce5419828922b6871e65eda82b,>=3.7,"Verified wheel source fails compilation at outcome/_impl.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/outcome/_impl.py"", line 74
    async def acapture(
SyntaxError: expected 'def', got '@id'
error: Python syntax check failed for '<staging>/wheel/outcome/_impl.py' (no source was executed)"
592,mypy-boto3-s3,1.43.66,incompatible,syntax,True,False,verified_artifact,6,9,3,mypy_boto3_s3-1.43.66-py3-none-any.whl,f9385e190d423690dbc161260dac02439e3b6c9841e992ba6a92d15c1050b3af,>=3.9,"Verified wheel source fails compilation at mypy_boto3_s3/service_resource.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/mypy_boto3_s3/service_resource.py"", line 197
    *,
SyntaxError: expected '@id', got ','
error: Python syntax check failed for '<staging>/wheel/mypy_boto3_s3/service_resource.py' (no source was executed)"
593,flit-core,4.0.2,incompatible,syntax,True,False,verified_artifact,4,13,9,flit_core-4.0.2-py3-none-any.whl,8d80717e28d982b41594ed5b14d4e89fbc5bad55473fde27994a3101db18a94e,>=3.8,"Verified wheel source fails compilation at flit_core/common.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/flit_core/common.py"", line 264
    #!{interpreter}
SyntaxError: invalid escape char
error: Python syntax check failed for '<staging>/wheel/flit_core/common.py' (no source was executed)"
594,google-cloud-spanner,3.71.0,incompatible,syntax,True,False,verified_artifact,2,137,135,google_cloud_spanner-3.71.0-py3-none-any.whl,658443c774c3967a3a5773f40f42aebf7b93cf1b63d5a8cb556926ff9fc53f9d,>=3.10,"Verified wheel source fails compilation at google/cloud/aio/_cross_sync/_decorators.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/google/cloud/aio/_cross_sync/_decorators.py"", line 135
    if hasattr(node, ""keywords"")
SyntaxError: expected ')', got 'if'
error: Python syntax check failed for '<staging>/wheel/google/cloud/aio/_cross_sync/_decorators.py' (no source was executed)"
595,fakeredis,2.37.1,incompatible,syntax,True,False,verified_artifact,2,62,60,fakeredis-2.37.1-py3-none-any.whl,f15c41be151c1e9206416dece764369a4dedb6b1341df3734c3c2c000e405508,>=3.8,"Verified wheel source fails compilation at fakeredis/_basefakesocket.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/fakeredis/_basefakesocket.py"", line 253
    buf += yield
SyntaxError: expected an expression, got yield
error: Python syntax check failed for '<staging>/wheel/fakeredis/_basefakesocket.py' (no source was executed)"
596,wcmatch,11.0.1,incompatible,syntax,True,False,verified_artifact,3,10,7,wcmatch-11.0.1-py3-none-any.whl,fd149ecddb9f0a88ea780017d6dde17c994e494e7f7303d4e3c9d6251f978f4b,>=3.10,"Verified wheel source fails compilation at wcmatch/_wcmatch.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/wcmatch/_wcmatch.py"", line 17
    re.compile(br'\\|/|[a-z]:(?:\\|/|$)', re.I)
SyntaxError: expected ')', got '@str'
error: Python syntax check failed for '<staging>/wheel/wcmatch/_wcmatch.py' (no source was executed)"
597,gevent,26.8.0,incompatible,native_only,False,False,metadata,0,,,gevent-26.8.0-cp310-cp310-manylinux_2_28_x86_64.whl,8e22ce9c9b2fbe498c00665cfa4a598ce8d04dec8ea60047c0c4e2e6ce4ee686,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
598,opentelemetry-instrumentation-flask,0.65b0,incompatible,syntax,True,False,verified_artifact,1,3,2,opentelemetry_instrumentation_flask-0.65b0-py3-none-any.whl,d5337dac3b2af7f658fbc11c879667c9978910e38744b9706508f0b9908f7841,>=3.10,"Verified wheel source fails compilation at opentelemetry/instrumentation/flask/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/opentelemetry/instrumentation/flask/__init__.py"", line 339
    sem_conv_opt_in_mode=_StabilityMode.DEFAULT,
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/opentelemetry/instrumentation/flask/__init__.py' (no source was executed)"
599,dateparser,1.4.3,incompatible,syntax,True,False,verified_artifact,1,252,251,dateparser-1.4.3-py3-none-any.whl,cbce86c64e0cea5c54c84c015d34c903d46c51bfad50632bf2f05a6141d10c05,>=3.10,"Verified wheel source fails compilation at dateparser/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/dateparser/__init__.py"", line 66
    or locales
SyntaxError: expected ')', got 'or'
error: Python syntax check failed for '<staging>/wheel/dateparser/__init__.py' (no source was executed)"
600,moto,5.2.3,incompatible,syntax,True,False,verified_artifact,9,1463,1454,moto-5.2.3-py3-none-any.whl,5ec31b3cdbb383a19d46030157bd82aaaa7a9cc5f564200f995663d347bd4728,>=3.10,"Verified wheel source fails compilation at moto/acm/models.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/moto/acm/models.py"", line 97
    k + ""="" + str(v or """") for k, v in tags_copy.items()
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/moto/acm/models.py' (no source was executed)"
601,swebench,5.0.2,incompatible,syntax,True,False,verified_artifact,1,65,64,swebench-5.0.2-py3-none-any.whl,b7f0416a1e686eca22c2f749b5f816685a202835032f6683080e2b53545bbb62,>=3.10,"Verified wheel source fails compilation at swebench/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/swebench/__init__.py"", line 54
    raise AttributeError(f""module {__name__!r} has no attribute {name!r}"") from None
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/swebench/__init__.py' (no source was executed)"
602,curl-cffi,0.16.3,incompatible,native_only,False,False,metadata,0,,,curl_cffi-0.16.3-cp310-abi3-macosx_10_9_x86_64.whl,0f1f6878863fba393801e4d59b2f2766d1983b5c9d9dfa11d4becfd6a74cc937,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
603,boto3-stubs,1.43.89,unverified,unverified,True,True,verified_artifact,0,0,0,boto3_stubs-1.43.89-py3-none-any.whl,be8217bbc3b97cbf9eb8485dff85dbe86f466aa1ea71cd1ae3f18067624e37ac,>=3.9,"The wheel contains no .py source files to compile; it may be a stub, data, or dependency-only distribution. Dependencies, runtime APIs, assets, and behavior were not exercised."
604,opentelemetry-instrumentation-urllib,0.65b0,incompatible,syntax,True,False,verified_artifact,1,3,2,opentelemetry_instrumentation_urllib-0.65b0-py3-none-any.whl,df1b79e50d6d59f4248acc659bbed0ada8ccc8a028ee915d3fdeaf9140672b87,>=3.10,"Verified wheel source fails compilation at opentelemetry/instrumentation/urllib/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/opentelemetry/instrumentation/urllib/__init__.py"", line 297
    if excluded_urls is None
SyntaxError: expected ')', got 'if'
error: Python syntax check failed for '<staging>/wheel/opentelemetry/instrumentation/urllib/__init__.py' (no source was executed)"
605,gspread,6.2.1,incompatible,syntax,True,False,verified_artifact,2,10,8,gspread-6.2.1-py3-none-any.whl,6d4ec9f1c23ae3c704a9219026dac01f2b328ac70b96f1495055d453c4c184db,>=3.8,"Verified wheel source fails compilation at gspread/auth.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/gspread/auth.py"", line 42
    config_dir_name: str = ""gspread"", os_is_windows: bool = os.name == ""nt""
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/gspread/auth.py' (no source was executed)"
606,mysql-connector-python,26.7.0,incompatible,syntax,True,False,verified_artifact,4,91,87,mysql_connector_python-26.7.0-py2.py3-none-any.whl,43ee453b53556f690e4f4b795d3f17a1c6d4b45f729657bb0d999c8dfc9261d5,>=3.10,"Verified wheel source fails compilation at mysql/ai/genai/embedding.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/mysql/ai/genai/embedding.py"", line 134
    atomic_transaction(self._db_connection) as cursor,
SyntaxError: expected ')', got 'as'
error: Python syntax check failed for '<staging>/wheel/mysql/ai/genai/embedding.py' (no source was executed)"
607,limits,5.8.0,incompatible,syntax,True,False,verified_artifact,2,31,29,limits-5.8.0-py3-none-any.whl,ae1b008a43eb43073c3c579398bd4eb4c795de60952532dc24720ab45e1ac6b8,>=3.10,"Verified wheel source fails compilation at limits/_storage_scheme.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/limits/_storage_scheme.py"", line 49
    and self.password is None
SyntaxError: expected ')', got 'and'
error: Python syntax check failed for '<staging>/wheel/limits/_storage_scheme.py' (no source was executed)"
608,fqdn,1.5.1,incompatible,syntax,True,False,verified_artifact,1,2,1,fqdn-1.5.1-py3-none-any.whl,3a179af3761e4df6eb2e026ff9e1a3033d3587bf980a0b1b2e1e5d08d7358014,">=2.7, !=3.0, !=3.1, !=3.2, !=3.3, !=3.4, <4","Verified wheel source fails compilation at fqdn/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/fqdn/__init__.py"", line 59
    if not self._allow_underscores
SyntaxError: expected ')', got 'if'
error: Python syntax check failed for '<staging>/wheel/fqdn/__init__.py' (no source was executed)"
609,filetype,1.2.0,incompatible,syntax,True,False,verified_artifact,1,16,15,filetype-1.2.0-py2.py3-none-any.whl,7ce71b6880181241cf7ac8697a2f1eb6a8bd9b429f7ad6d27b8db9ba5f1c2d25,,"Verified wheel source fails compilation at filetype/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/filetype/__init__.py"", line 7
    from .match import *  # noqa
SyntaxError: expected 'import', got 'match'
error: Python syntax check failed for '<staging>/wheel/filetype/__init__.py' (no source was executed)"
610,ddtrace,,unverified,limits,False,False,none,0,,,,,,download exceeds 32 MiB limit
611,async-lru,2.3.0,incompatible,syntax,True,False,verified_artifact,1,1,0,async_lru-2.3.0-py3-none-any.whl,eea27b01841909316f2cc739807acea1c623df2be8c5cfad7583286397bb8315,>=3.10,"Verified wheel source fails compilation at async_lru/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/async_lru/__init__.py"", line 153
    def cache_contains(self, /, *args: Hashable, **kwargs: Any) -> bool:
SyntaxError: expected '@id', got '/'
error: Python syntax check failed for '<staging>/wheel/async_lru/__init__.py' (no source was executed)"
612,uri-template,1.3.0,incompatible,syntax,True,False,verified_artifact,3,5,2,uri_template-1.3.0-py3-none-any.whl,a44a133ea12d44a0c0f06d7d42a52d71282e77e2f937d8abd5655b8d56fc1363,>=3.7,"Verified wheel source fails compilation at uri_template/expansions.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/uri_template/expansions.py"", line 57
    and ((index + 2) < len(value))
SyntaxError: expected ')', got 'and'
error: Python syntax check failed for '<staging>/wheel/uri_template/expansions.py' (no source was executed)"
613,langchain-community,0.4.2,incompatible,syntax,True,False,verified_artifact,3,1204,1201,langchain_community-0.4.2-py3-none-any.whl,84dd8c5122532394d5b6849a5fc9995ef28e4f77227daeb09f24b3d942e9e466,"<4.0.0,>=3.10.0","Verified wheel source fails compilation at langchain_community/adapters/openai.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/langchain_community/adapters/openai.py"", line 32
    async def aenumerate(
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/langchain_community/adapters/openai.py' (no source was executed)"
614,nvidia-nccl-cu13,2.31.2,incompatible,native_only,False,False,metadata,0,,,nvidia_nccl_cu13-2.31.2-py3-none-manylinux_2_18_aarch64.whl,b5563f8e2534f363d93ace022670ba016d3717e190ac4eba564d05fbbe8495b1,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
615,apache-airflow-providers-common-sql,2.1.1,incompatible,syntax,True,False,verified_artifact,2,29,27,apache_airflow_providers_common_sql-2.1.1-py3-none-any.whl,44c64f20f72b2719d5173f8de5b06ac450dd3bfff28ddc4552be4feebc0c53f0,>=3.10,"Verified wheel source fails compilation at airflow/providers/common/sql/config.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/airflow/providers/common/sql/config.py"", line 33
    class FormatType(str, Enum):
SyntaxError: expected ')', got ','
error: Python syntax check failed for '<staging>/wheel/airflow/providers/common/sql/config.py' (no source was executed)"
616,ty,0.0.78,incompatible,native_only,False,False,metadata,0,,,ty-0.0.78-py3-none-linux_armv6l.whl,122700b98f9d45785c1ce91a9418154562e7f64f4bf34679f6f7b38c5b97453f,>=3.8,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
617,opentelemetry-instrumentation-logging,0.65b0,incompatible,syntax,True,False,verified_artifact,1,6,5,opentelemetry_instrumentation_logging-0.65b0-py3-none-any.whl,68365b31755c844f1e85f07dcd217839ff92f2d278a214bdf02d4dc806f9d915,>=3.10,"Verified wheel source fails compilation at opentelemetry/instrumentation/logging/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/opentelemetry/instrumentation/logging/__init__.py"", line 154
    == ""true"",
SyntaxError: expected ')', got '=='
error: Python syntax check failed for '<staging>/wheel/opentelemetry/instrumentation/logging/__init__.py' (no source was executed)"
618,db-dtypes,1.7.1,incompatible,syntax,True,False,verified_artifact,1,5,4,db_dtypes-1.7.1-py3-none-any.whl,450b94cd010cfa6d4d13cca2593009eba4fbe15516084c332cde1a47bbce0625,>=3.10,"Verified wheel source fails compilation at db_dtypes/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/db_dtypes/__init__.py"", line 102
    match_fn=re.compile(
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/db_dtypes/__init__.py' (no source was executed)"
619,types-awscrt,0.36.2,unverified,unverified,True,True,verified_artifact,0,0,0,types_awscrt-0.36.2-py3-none-any.whl,7d94abfa5f839c1052fc88fdc8e9a085fcda5da739bb1da92c080c19eef1c72a,>=3.10,"The wheel contains no .py source files to compile; it may be a stub, data, or dependency-only distribution. Dependencies, runtime APIs, assets, and behavior were not exercised."
620,python-jose,3.5.0,incompatible,syntax,True,False,verified_artifact,5,15,10,python_jose-3.5.0-py2.py3-none-any.whl,abd1202f23d34dfad2c3d28cb8617b90acf34132c7afd60abd0b0b7d3cb55771,>=3.9,"Verified wheel source fails compilation at jose/backends/cryptography_backend.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/jose/backends/cryptography_backend.py"", line 38
    def __init__(self, key, algorithm, cryptography_backend=default_backend):
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/jose/backends/cryptography_backend.py' (no source was executed)"
621,google-cloud-firestore,2.30.0,incompatible,syntax,True,False,verified_artifact,6,108,102,google_cloud_firestore-2.30.0-py3-none-any.whl,85098db598fbd8747efd2265836152f2f05abfb2b6e1c001a31cdce0964ba447,>=3.10,"Verified wheel source fails compilation at google/cloud/firestore_admin_v1/_compat.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/google/cloud/firestore_admin_v1/_compat.py"", line 179
    default_universe: str,
SyntaxError: expected '=', got ','
error: Python syntax check failed for '<staging>/wheel/google/cloud/firestore_admin_v1/_compat.py' (no source was executed)"
622,mlflow-skinny,3.16.0,incompatible,syntax,True,False,verified_artifact,4,1185,1181,mlflow_skinny-3.16.0-py3-none-any.whl,ff4e676eb469d769efc27036f9cb804e0709c125a2645a3902743d917b3771ae,>=3.10,"Verified wheel source fails compilation at mlflow/ag2/ag2_logger.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/mlflow/ag2/ag2_logger.py"", line 114
    def _get_patch_function(self, span_type: str = SpanType.UNKNOWN, root_only: bool = False):
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/mlflow/ag2/ag2_logger.py' (no source was executed)"
623,omegaconf,2.3.1,incompatible,syntax,True,False,verified_artifact,2,25,23,omegaconf-2.3.1-py3-none-any.whl,3d701d14e9a8828f1edd28bb70b725908b34277cdd72cf7d6a83f94dadc6b6a0,>=3.6,"Verified wheel source fails compilation at omegaconf/_impl.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/omegaconf/_impl.py"", line 17
    else:
SyntaxError: expected an expression, got else
error: Python syntax check failed for '<staging>/wheel/omegaconf/_impl.py' (no source was executed)"
624,fastavro,1.12.2,incompatible,native_only,False,False,metadata,0,,,fastavro-1.12.2-cp310-cp310-macosx_10_9_universal2.whl,c7c6d26c731a0e1e8e7d4ae8f13ae524eb6ec0e90d99c8147a19fdbae14eb807,>=3.9,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
625,pyotp,2.10.0,incompatible,syntax,True,False,verified_artifact,1,8,7,pyotp-2.10.0-py3-none-any.whl,1df2f6a1bcc3bb0716172a5215ddc2f8c7c7fd26a13df9927d52e1746934836c,>=3.8,"Verified wheel source fails compilation at pyotp/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pyotp/__init__.py"", line 20
    return """".join(random.choice(chars) for _ in range(length))
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/pyotp/__init__.py' (no source was executed)"
626,nvidia-nccl-cu12,2.31.2,incompatible,native_only,False,False,metadata,0,,,nvidia_nccl_cu12-2.31.2-py3-none-manylinux_2_18_aarch64.whl,f208de397e431631eab0eca946444404a495d43a007535baa333d7de9e510ca2,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
627,rfc3986-validator,0.1.1,unverified,unverified,True,True,verified_artifact,1,1,0,rfc3986_validator-0.1.1-py2.py3-none-any.whl,2f235c432ef459970b4306369336b9d5dbdda31b510ca1e327636e01f528bfa9,">=2.7, !=3.0.*, !=3.1.*, !=3.2.*, !=3.3.*, !=3.4.*","All 1 Python source files compile. Imports, runtime APIs, dependency closure, assets, and behavior were not exercised; this is not a tested compatibility result."
628,imageio,2.37.4,incompatible,syntax,True,False,verified_artifact,2,49,47,imageio-2.37.4-py3-none-any.whl,1ab2e22c8debf700f24c3ac43e8f95f3b3a8110c83b93411e97b4b0b2cd1c7e6,>=3.10,"Verified wheel source fails compilation at imageio/__main__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/imageio/__main__.py"", line 20
    def download_bin(plugin_names=[""all""], package_dir=False):
SyntaxError: expected a literal, got '['
error: Python syntax check failed for '<staging>/wheel/imageio/__main__.py' (no source was executed)"
629,graphql-relay,3.2.0,incompatible,syntax,True,False,verified_artifact,3,13,10,graphql_relay-3.2.0-py3-none-any.whl,c9b22bd28b170ba1fe674c74384a8ff30a76c8e26f88ac3aa1584dd3179953e5,">=3.6,<4","Verified wheel source fails compilation at graphql_relay/connection/array_connection.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/graphql_relay/connection/array_connection.py"", line 46
    connection_type: ConnectionConstructor = Connection,
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/graphql_relay/connection/array_connection.py' (no source was executed)"
630,h5py,3.16.0,incompatible,native_only,False,False,metadata,0,,,h5py-3.16.0-cp310-cp310-macosx_10_9_x86_64.whl,e06f864bedb2c8e7c1358e6c73af48519e317457c444d6f3d332bb4e8fa6d7d9,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
631,psycopg-pool,3.3.1,incompatible,syntax,True,False,verified_artifact,2,15,13,psycopg_pool-3.3.1-py3-none-any.whl,2af5b432941c4c9ad5c87b3fa410aec910ec8f7c122855897983a06c45f2e4b5,>=3.10,"Verified wheel source fails compilation at psycopg_pool/_acompat.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/psycopg_pool/_acompat.py"", line 67
    async def wait_timeout(self, timeout: float) -> bool:
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/psycopg_pool/_acompat.py' (no source was executed)"
632,cuda-toolkit,13.3.1,unverified,unverified,True,True,verified_artifact,0,0,0,cuda_toolkit-13.3.1-py2.py3-none-any.whl,2ceda460a540323d52469bcfde48b48c1861f6482e4b5ea3cb5bdac00a1b11bd,,"The wheel contains no .py source files to compile; it may be a stub, data, or dependency-only distribution. Dependencies, runtime APIs, assets, and behavior were not exercised."
